"Method","DupRate","LossRate","InputType","Replicate","Error"
"A-Pro","2",0,"Input: Est. (500bp)",31,0.0587106923013926
"MulRF","5",0,"Input: Est. (500bp)",31,0.175647209342569
"DupTree","5",0,"Input: Est. (500bp)",31,0.0589278626255691
"A-Pro","5",0,"Input: Est. (500bp)",31,0.0534131776727736
"MulRF","0",0.1,"Input: Est. (500bp)",31,0.153701454587281
"DupTree","0",0.1,"Input: Est. (500bp)",31,0.0942501529818401
"A-Pro","0",0.1,"Input: Est. (500bp)",31,0.034686989588663
"MulRF","0.2",0.1,"Input: Est. (500bp)",31,0.133194031622261
"DupTree","0.2",0.1,"Input: Est. (500bp)",31,0.0931460561114363
"A-Pro","0.2",0.1,"Input: Est. (500bp)",31,0.030311175128445
"MulRF","1",0.1,"Input: Est. (500bp)",31,0.151718497704715
"DupTree","1",0.1,"Input: Est. (500bp)",31,0.074488397850655
"A-Pro","1",0.1,"Input: Est. (500bp)",31,0.0493671296350658
"MulRF","2",0.1,"Input: Est. (500bp)",31,0.132516079731286
"DupTree","2",0.1,"Input: Est. (500bp)",31,0.054525034467224
"A-Pro","2",0.1,"Input: Est. (500bp)",31,0.0437888086400926
"MulRF","5",0.1,"Input: Est. (500bp)",31,0.152166632357985
"DupTree","5",0.1,"Input: Est. (500bp)",31,0.0538719323812984
"A-Pro","5",0.1,"Input: Est. (500bp)",31,0.0432587388064712
"MulRF","0",0.5,"Input: Est. (500bp)",31,0.119311012476683
"DupTree","0",0.5,"Input: Est. (500bp)",31,0.0585447205929086
"A-Pro","0",0.5,"Input: Est. (500bp)",31,0.0495691157970577
"MulRF","0.2",0.5,"Input: Est. (500bp)",31,0.153490486294031
"DupTree","0.2",0.5,"Input: Est. (500bp)",31,0.0952245117514394
"A-Pro","0.2",0.5,"Input: Est. (500bp)",31,0.0509004941489547
"MulRF","1",0.5,"Input: Est. (500bp)",31,0.175782975330949
"DupTree","1",0.5,"Input: Est. (500bp)",31,0.0764790579094552
"A-Pro","1",0.5,"Input: Est. (500bp)",31,0.0215823134500533
"MulRF","2",0.5,"Input: Est. (500bp)",31,0.14638364084065
"DupTree","2",0.5,"Input: Est. (500bp)",31,0.092840569303371
"A-Pro","2",0.5,"Input: Est. (500bp)",31,0.0253586790896952
"MulRF","5",0.5,"Input: Est. (500bp)",31,0.114903999250382
"DupTree","5",0.5,"Input: Est. (500bp)",31,0.0771234378567897
"A-Pro","5",0.5,"Input: Est. (500bp)",31,0.0223794560227543
"MulRF","0",1,"Input: Est. (500bp)",31,0.154284460805356
"DupTree","0",1,"Input: Est. (500bp)",31,0.0909510105382651
"A-Pro","0",1,"Input: Est. (500bp)",31,0.0414386829175055
"MulRF","0.2",1,"Input: Est. (500bp)",31,0.136044107452035
"DupTree","0.2",1,"Input: Est. (500bp)",31,0.08874652775703
"A-Pro","0.2",1,"Input: Est. (500bp)",31,0.0524806808959693
"MulRF","1",1,"Input: Est. (500bp)",31,0.136506665293127
"DupTree","1",1,"Input: Est. (500bp)",31,0.0502876690472476
"A-Pro","1",1,"Input: Est. (500bp)",31,0.0577053913567215
"MulRF","2",1,"Input: Est. (500bp)",31,0.172481690570712
"DupTree","2",1,"Input: Est. (500bp)",31,0.0716089076828212
"A-Pro","2",1,"Input: Est. (500bp)",31,0.0492091817036271
"MulRF","5",1,"Input: Est. (500bp)",31,0.17436519805342
"DupTree","5",1,"Input: Est. (500bp)",31,0.0922931272652932
"A-Pro","5",1,"Input: Est. (500bp)",31,0.0445736869052052
"MulRF","0",0,"Input: true",31,0.120751060117036
"DupTree","0",0,"Input: true",31,0.0728610447258689
"A-Pro","0",0,"Input: true",31,0.0315436193812638
"MulRF","0.2",0,"Input: true",31,0.166824949998409
"DupTree","0.2",0,"Input: true",31,0.0886473423335701
"A-Pro","0.2",0,"Input: true",31,0.0518450126703829
"MulRF","1",0,"Input: true",31,0.131387236043811
"DupTree","1",0,"Input: true",31,0.0870597852626815
"A-Pro","1",0,"Input: true",31,0.046370511688292
"MulRF","2",0,"Input: true",31,0.170533953178674
"DupTree","2",0,"Input: true",31,0.0590371853555553
"A-Pro","2",0,"Input: true",31,0.0594831277430057
"MulRF","5",0,"Input: true",31,0.150514449272305
"DupTree","5",0,"Input: true",31,0.0778193023870699
"A-Pro","5",0,"Input: true",31,0.0377507712319493
"MulRF","0",0.1,"Input: true",31,0.175919904988259
"DupTree","0",0.1,"Input: true",31,0.0826589428004809
"A-Pro","0",0.1,"Input: true",31,0.0247294776514173
"MulRF","0.2",0.1,"Input: true",31,0.175563580077142
"DupTree","0.2",0.1,"Input: true",31,0.0726483369944617
"A-Pro","0.2",0.1,"Input: true",31,0.0539492073375732
"MulRF","1",0.1,"Input: true",31,0.127736861035228
"DupTree","1",0.1,"Input: true",31,0.0979621972190216
"A-Pro","1",0.1,"Input: true",31,0.053096001278609
"MulRF","2",0.1,"Input: true",31,0.140818834006786
"DupTree","2",0.1,"Input: true",31,0.0932881938526407
"A-Pro","2",0.1,"Input: true",31,0.0549155179038644
"MulRF","5",0.1,"Input: true",31,0.112250652592629
"DupTree","5",0.1,"Input: true",31,0.0635781481279992
"A-Pro","5",0.1,"Input: true",31,0.0403053434193134
"MulRF","0",0.5,"Input: true",31,0.173549959268421
"DupTree","0",0.5,"Input: true",31,0.0583009620895609
"A-Pro","0",0.5,"Input: true",31,0.0321512276586145
"MulRF","0.2",0.5,"Input: true",31,0.133029707763344
"DupTree","0.2",0.5,"Input: true",31,0.0941646639024839
"A-Pro","0.2",0.5,"Input: true",31,0.0509062638506293
"MulRF","1",0.5,"Input: true",31,0.142225082349032
"DupTree","1",0.5,"Input: true",31,0.0751844905782491
"A-Pro","1",0.5,"Input: true",31,0.0277158162649721
"MulRF","2",0.5,"Input: true",31,0.124450215250254
"DupTree","2",0.5,"Input: true",31,0.0973305433290079
"A-Pro","2",0.5,"Input: true",31,0.0434515127539635
"MulRF","5",0.5,"Input: true",31,0.154442299362272
"DupTree","5",0.5,"Input: true",31,0.0861169080017135
"A-Pro","5",0.5,"Input: true",31,0.0515212164353579
"MulRF","0",1,"Input: true",31,0.119360405635089
"DupTree","0",1,"Input: true",31,0.0721493580262177
"A-Pro","0",1,"Input: true",31,0.0473138333763927
"MulRF","0.2",1,"Input: true",31,0.118658342845738
"DupTree","0.2",1,"Input: true",31,0.0602247141534463
"A-Pro","0.2",1,"Input: true",31,0.043909206064418
"MulRF","1",1,"Input: true",31,0.166573447324336
"DupTree","1",1,"Input: true",31,0.0668232226045802
"A-Pro","1",1,"Input: true",31,0.0547436478361487
"MulRF","2",1,"Input: true",31,0.114648233149201
"DupTree","2",1,"Input: true",31,0.0808346654172055
"A-Pro","2",1,"Input: true",31,0.0533195890951902
"MulRF","5",1,"Input: true",31,0.177462975941598
"DupTree","5",1,"Input: true",31,0.0819155724020675
"A-Pro","5",1,"Input: true",31,0.032490905104205
"MulRF","0",0,"Input: Est. (100bp)",32,0.163665738925338
"DupTree","0",0,"Input: Est. (100bp)",32,0.0515763784409501
"A-Pro","0",0,"Input: Est. (100bp)",32,0.0206395166553557
"MulRF","0.2",0,"Input: Est. (100bp)",32,0.156376990620047
"DupTree","0.2",0,"Input: Est. (100bp)",32,0.0963206398300827
"A-Pro","0.2",0,"Input: Est. (100bp)",32,0.0327992741763592
"MulRF","1",0,"Input: Est. (100bp)",32,0.142887952253222
"DupTree","1",0,"Input: Est. (100bp)",32,0.0530097258626483
"A-Pro","1",0,"Input: Est. (100bp)",32,0.0233835335355252
"MulRF","2",0,"Input: Est. (100bp)",32,0.176496455576271
"DupTree","2",0,"Input: Est. (100bp)",32,0.07844659446273
"A-Pro","2",0,"Input: Est. (100bp)",32,0.0301330679096282
"MulRF","5",0,"Input: Est. (100bp)",32,0.120489356536418
"DupTree","5",0,"Input: Est. (100bp)",32,0.0837127101607621
"A-Pro","5",0,"Input: Est. (100bp)",32,0.0451581448875368
"MulRF","0",0.1,"Input: Est. (100bp)",32,0.131309580914676
"DupTree","0",0.1,"Input: Est. (100bp)",32,0.0914344829740003
"A-Pro","0",0.1,"Input: Est. (100bp)",32,0.0404521056916565
"MulRF","0.2",0.1,"Input: Est. (100bp)",32,0.130038318987936
"DupTree","0.2",0.1,"Input: Est. (100bp)",32,0.085929152823519
"A-Pro","0.2",0.1,"Input: Est. (100bp)",32,0.0309623641241342
"MulRF","1",0.1,"Input: Est. (100bp)",32,0.113171288315207
"DupTree","1",0.1,"Input: Est. (100bp)",32,0.0911728076287545
"A-Pro","1",0.1,"Input: Est. (100bp)",32,0.0501864355430007
"MulRF","2",0.1,"Input: Est. (100bp)",32,0.106097684632987
"DupTree","2",0.1,"Input: Est. (100bp)",32,0.0679255601484329
"A-Pro","2",0.1,"Input: Est. (100bp)",32,0.0357661813683808
"MulRF","5",0.1,"Input: Est. (100bp)",32,0.163402448296547
"DupTree","5",0.1,"Input: Est. (100bp)",32,0.0787782658822835
"A-Pro","5",0.1,"Input: Est. (100bp)",32,0.0379347076825798
"MulRF","0",0.5,"Input: Est. (100bp)",32,0.127653868608177
"DupTree","0",0.5,"Input: Est. (100bp)",32,0.077065827162005
"A-Pro","0",0.5,"Input: Est. (100bp)",32,0.033852871581912
"MulRF","0.2",0.5,"Input: Est. (100bp)",32,0.10994336085394
"DupTree","0.2",0.5,"Input: Est. (100bp)",32,0.0992881169659086
"A-Pro","0.2",0.5,"Input: Est. (100bp)",32,0.0239167176187038
"MulRF","1",0.5,"Input: Est. (100bp)",32,0.133336691576987
"DupTree","1",0.5,"Input: Est. (100bp)",32,0.093696957314387
"A-Pro","1",0.5,"Input: Est. (100bp)",32,0.0509784469287842
"MulRF","2",0.5,"Input: Est. (100bp)",32,0.171526091843843
"DupTree","2",0.5,"Input: Est. (100bp)",32,0.0957706209272146
"A-Pro","2",0.5,"Input: Est. (100bp)",32,0.0588243816141039
"MulRF","5",0.5,"Input: Est. (100bp)",32,0.124643837232143
"DupTree","5",0.5,"Input: Est. (100bp)",32,0.0532765809912235
"A-Pro","5",0.5,"Input: Est. (100bp)",32,0.0256973743252456
"MulRF","0",1,"Input: Est. (100bp)",32,0.171180091388524
"DupTree","0",1,"Input: Est. (100bp)",32,0.0861604815581813
"A-Pro","0",1,"Input: Est. (100bp)",32,0.0281534211989492
"MulRF","0.2",1,"Input: Est. (100bp)",32,0.172280783001333
"DupTree","0.2",1,"Input: Est. (100bp)",32,0.0823976269573905
"A-Pro","0.2",1,"Input: Est. (100bp)",32,0.0444238366000354
"MulRF","1",1,"Input: Est. (100bp)",32,0.171968078482896
"DupTree","1",1,"Input: Est. (100bp)",32,0.0598014446208254
"A-Pro","1",1,"Input: Est. (100bp)",32,0.0573638545628637
"MulRF","2",1,"Input: Est. (100bp)",32,0.133378274813294
"DupTree","2",1,"Input: Est. (100bp)",32,0.059843229688704
"A-Pro","2",1,"Input: Est. (100bp)",32,0.0359244420565665
"MulRF","5",1,"Input: Est. (100bp)",32,0.163237525522709
"DupTree","5",1,"Input: Est. (100bp)",32,0.098451068752911
"A-Pro","5",1,"Input: Est. (100bp)",32,0.0211895292066038
"MulRF","0",0,"Input: Est. (500bp)",32,0.136578874569386
"DupTree","0",0,"Input: Est. (500bp)",32,0.0598057193215936
"A-Pro","0",0,"Input: Est. (500bp)",32,0.0416888360306621
"MulRF","0.2",0,"Input: Est. (500bp)",32,0.161524384152144
"DupTree","0.2",0,"Input: Est. (500bp)",32,0.076169891061727
"A-Pro","0.2",0,"Input: Est. (500bp)",32,0.0552808026969433
"MulRF","1",0,"Input: Est. (500bp)",32,0.110760603286326
"DupTree","1",0,"Input: Est. (500bp)",32,0.0533973864163272
"A-Pro","1",0,"Input: Est. (500bp)",32,0.0567111324518919
"MulRF","2",0,"Input: Est. (500bp)",32,0.101125505194068
"DupTree","2",0,"Input: Est. (500bp)",32,0.0549350156914443
"A-Pro","2",0,"Input: Est. (500bp)",32,0.0410238001681864
"MulRF","5",0,"Input: Est. (500bp)",32,0.120019680205733
"DupTree","5",0,"Input: Est. (500bp)",32,0.0821982742170803
"A-Pro","5",0,"Input: Est. (500bp)",32,0.0527526741567999
"MulRF","0",0.1,"Input: Est. (500bp)",32,0.102836492862552
"DupTree","0",0.1,"Input: Est. (500bp)",32,0.0657655850285664
"A-Pro","0",0.1,"Input: Est. (500bp)",32,0.0296063821110874
"MulRF","0.2",0.1,"Input: Est. (500bp)",32,0.179730021767318
"DupTree","0.2",0.1,"Input: Est. (500bp)",32,0.0702597799827345
"A-Pro","0.2",0.1,"Input: Est. (500bp)",32,0.0517284281831235
"MulRF","1",0.1,"Input: Est. (500bp)",32,0.102035435847938
"DupTree","1",0.1,"Input: Est. (500bp)",32,0.0781574344378896
"A-Pro","1",0.1,"Input: Est. (500bp)",32,0.0355123949889094
"MulRF","2",0.1,"Input: Est. (500bp)",32,0.109162230193615
"DupTree","2",0.1,"Input: Est. (500bp)",32,0.090367129072547
"A-Pro","2",0.1,"Input: Est. (500bp)",32,0.0208034151885658
"MulRF","5",0.1,"Input: Est. (500bp)",32,0.121707049179822
"DupTree","5",0.1,"Input: Est. (500bp)",32,0.0890109990141355
"A-Pro","5",0.1,"Input: Est. (500bp)",32,0.0444161074142903
"MulRF","0",0.5,"Input: Est. (500bp)",32,0.118620282430202
"DupTree","0",0.5,"Input: Est. (500bp)",32,0.0878706637420692
"A-Pro","0",0.5,"Input: Est. (500bp)",32,0.043877324918285
"MulRF","0.2",0.5,"Input: Est. (500bp)",32,0.112781311366707
"DupTree","0.2",0.5,"Input: Est. (500bp)",32,0.0707255914341658
"A-Pro","0.2",0.5,"Input: Est. (500bp)",32,0.0362984931562096
"MulRF","1",0.5,"Input: Est. (500bp)",32,0.179332615938038
"DupTree","1",0.5,"Input: Est. (500bp)",32,0.0631545434589498
"A-Pro","1",0.5,"Input: Est. (500bp)",32,0.0528700566384941
"MulRF","2",0.5,"Input: Est. (500bp)",32,0.107019683308899
"DupTree","2",0.5,"Input: Est. (500bp)",32,0.0678840105771087
"A-Pro","2",0.5,"Input: Est. (500bp)",32,0.0386918173357844
"MulRF","5",0.5,"Input: Est. (500bp)",32,0.118046191670001
"DupTree","5",0.5,"Input: Est. (500bp)",32,0.0610710238688625
"A-Pro","5",0.5,"Input: Est. (500bp)",32,0.0391872080415487
"MulRF","0",1,"Input: Est. (500bp)",32,0.115710766837001
"DupTree","0",1,"Input: Est. (500bp)",32,0.0761597962118685
"A-Pro","0",1,"Input: Est. (500bp)",32,0.0381129001639783
"MulRF","0.2",1,"Input: Est. (500bp)",32,0.151075128130615
"DupTree","0.2",1,"Input: Est. (500bp)",32,0.0747413730015978
"A-Pro","0.2",1,"Input: Est. (500bp)",32,0.0255662548262626
"MulRF","1",1,"Input: Est. (500bp)",32,0.148345144484192
"DupTree","1",1,"Input: Est. (500bp)",32,0.0972595972474665
"A-Pro","1",1,"Input: Est. (500bp)",32,0.0570213280525058
"MulRF","2",1,"Input: Est. (500bp)",32,0.135716719981283
"DupTree","2",1,"Input: Est. (500bp)",32,0.0629724973696284
"A-Pro","2",1,"Input: Est. (500bp)",32,0.0502314646728337
"MulRF","5",1,"Input: Est. (500bp)",32,0.134702643305063
"DupTree","5",1,"Input: Est. (500bp)",32,0.0616763944504783
"A-Pro","5",1,"Input: Est. (500bp)",32,0.046202879967168
"MulRF","0",0,"Input: true",32,0.150672691576183
"DupTree","0",0,"Input: true",32,0.06487345098285
"A-Pro","0",0,"Input: true",32,0.0508593311905861
"MulRF","0.2",0,"Input: true",32,0.152920620050281
"DupTree","0.2",0,"Input: true",32,0.0503461786895059
"A-Pro","0.2",0,"Input: true",32,0.020698282327503
"MulRF","1",0,"Input: true",32,0.161956846620888
"DupTree","1",0,"Input: true",32,0.0577576992916875
"A-Pro","1",0,"Input: true",32,0.027388854753226
"MulRF","2",0,"Input: true",32,0.117089632302523
"DupTree","2",0,"Input: true",32,0.0983436116715893
"A-Pro","2",0,"Input: true",32,0.0298675546981394
"MulRF","5",0,"Input: true",32,0.124826673790812
"DupTree","5",0,"Input: true",32,0.0613034920417704
"A-Pro","5",0,"Input: true",32,0.0412071279063821
"MulRF","0",0.1,"Input: true",32,0.144557383116335
"DupTree","0",0.1,"Input: true",32,0.0753324441495352
"A-Pro","0",0.1,"Input: true",32,0.0484733630251139
"MulRF","0.2",0.1,"Input: true",32,0.160387538913637
"DupTree","0.2",0.1,"Input: true",32,0.0611472739488818
"A-Pro","0.2",0.1,"Input: true",32,0.0223265566304326
"MulRF","1",0.1,"Input: true",32,0.140285231918097
"DupTree","1",0.1,"Input: true",32,0.0905477455351502
"A-Pro","1",0.1,"Input: true",32,0.0556449742242694
"MulRF","2",0.1,"Input: true",32,0.115613298285753
"DupTree","2",0.1,"Input: true",32,0.0709125442546792
"A-Pro","2",0.1,"Input: true",32,0.0214614160265774
"MulRF","5",0.1,"Input: true",32,0.106080421488732
"DupTree","5",0.1,"Input: true",32,0.0538273323327303
"A-Pro","5",0.1,"Input: true",32,0.0537734686397016
"MulRF","0",0.5,"Input: true",32,0.12622620254755
"DupTree","0",0.5,"Input: true",32,0.0587155460263602
"A-Pro","0",0.5,"Input: true",32,0.0537867979705334
"MulRF","0.2",0.5,"Input: true",32,0.160773815419525
"DupTree","0.2",0.5,"Input: true",32,0.0691255563637242
"A-Pro","0.2",0.5,"Input: true",32,0.0238451196625829
"MulRF","1",0.5,"Input: true",32,0.17593364438042
"DupTree","1",0.5,"Input: true",32,0.073724630754441
"A-Pro","1",0.5,"Input: true",32,0.0531586377415806
"MulRF","2",0.5,"Input: true",32,0.120262431185693
"DupTree","2",0.5,"Input: true",32,0.05463588652201
"A-Pro","2",0.5,"Input: true",32,0.0550772965885699
"MulRF","5",0.5,"Input: true",32,0.117573500871658
"DupTree","5",0.5,"Input: true",32,0.0531344555434771
"A-Pro","5",0.5,"Input: true",32,0.0470438655093312
"MulRF","0",1,"Input: true",32,0.102427188791335
"DupTree","0",1,"Input: true",32,0.0981730487314053
"A-Pro","0",1,"Input: true",32,0.0546749965380877
"MulRF","0.2",1,"Input: true",32,0.120512606073171
"DupTree","0.2",1,"Input: true",32,0.0528867501881905
"A-Pro","0.2",1,"Input: true",32,0.03835987159051
"MulRF","1",1,"Input: true",32,0.162475192137063
"DupTree","1",1,"Input: true",32,0.0849788404069841
"A-Pro","1",1,"Input: true",32,0.0431016925815493
"MulRF","2",1,"Input: true",32,0.152744550146163
"DupTree","2",1,"Input: true",32,0.0960282731801271
"A-Pro","2",1,"Input: true",32,0.0282258776109666
"MulRF","5",1,"Input: true",32,0.132318526562303
"DupTree","5",1,"Input: true",32,0.0984503785497509
"A-Pro","5",1,"Input: true",32,0.0392089521512389
"MulRF","0",0,"Input: Est. (100bp)",33,0.111333992369473
"DupTree","0",0,"Input: Est. (100bp)",33,0.0624357472639531
"A-Pro","0",0,"Input: Est. (100bp)",33,0.037857946716249
"MulRF","0.2",0,"Input: Est. (100bp)",33,0.174914778992534
"DupTree","0.2",0,"Input: Est. (100bp)",33,0.0525276602478698
"A-Pro","0.2",0,"Input: Est. (100bp)",33,0.0428375200834125
"MulRF","1",0,"Input: Est. (100bp)",33,0.163906311877072
"DupTree","1",0,"Input: Est. (100bp)",33,0.0561698943492956
"A-Pro","1",0,"Input: Est. (100bp)",33,0.0570723904017359
"MulRF","2",0,"Input: Est. (100bp)",33,0.153883811850101
"DupTree","2",0,"Input: Est. (100bp)",33,0.0715074896230362
"A-Pro","2",0,"Input: Est. (100bp)",33,0.030726411100477
"MulRF","5",0,"Input: Est. (100bp)",33,0.134825413729995
"DupTree","5",0,"Input: Est. (100bp)",33,0.0781686648260802
"A-Pro","5",0,"Input: Est. (100bp)",33,0.0221032028272748
"MulRF","0",0.1,"Input: Est. (100bp)",33,0.172286865133792
"DupTree","0",0.1,"Input: Est. (100bp)",33,0.078801705641672
"A-Pro","0",0.1,"Input: Est. (100bp)",33,0.034706254824996
"MulRF","0.2",0.1,"Input: Est. (100bp)",33,0.118696083407849
"DupTree","0.2",0.1,"Input: Est. (100bp)",33,0.07162738093175
"A-Pro","0.2",0.1,"Input: Est. (100bp)",33,0.0501698630396277
"MulRF","1",0.1,"Input: Est. (100bp)",33,0.1127667587623
"DupTree","1",0.1,"Input: Est. (100bp)",33,0.0837148971273564
"A-Pro","1",0.1,"Input: Est. (100bp)",33,0.032178519712761
"MulRF","2",0.1,"Input: Est. (100bp)",33,0.10723239120096
"DupTree","2",0.1,"Input: Est. (100bp)",33,0.0872260282281786
"A-Pro","2",0.1,"Input: Est. (100bp)",33,0.052527913628146
"MulRF","5",0.1,"Input: Est. (100bp)",33,0.119886569716036
"DupTree","5",0.1,"Input: Est. (100bp)",33,0.0691251531476155
"A-Pro","5",0.1,"Input: Est. (100bp)",33,0.0500348291452974
"MulRF","0",0.5,"Input: Est. (100bp)",33,0.153226840551943
"DupTree","0",0.5,"Input: Est. (100bp)",33,0.0769880502019078
"A-Pro","0",0.5,"Input: Est. (100bp)",33,0.0376296418905258
"MulRF","0.2",0.5,"Input: Est. (100bp)",33,0.115907336790115
"DupTree","0.2",0.5,"Input: Est. (100bp)",33,0.073419180593919
"A-Pro","0.2",0.5,"Input: Est. (100bp)",33,0.0566007542517036
"MulRF","1",0.5,"Input: Est. (100bp)",33,0.174161045737565
"DupTree","1",0.5,"Input: Est. (100bp)",33,0.0685125876101665
"A-Pro","1",0.5,"Input: Est. (100bp)",33,0.0256411736831069
"MulRF","2",0.5,"Input: Est. (100bp)",33,0.157605072334409
"DupTree","2",0.5,"Input: Est. (100bp)",33,0.0853501750156283
"A-Pro","2",0.5,"Input: Est. (100bp)",33,0.033445147043094
"MulRF","5",0.5,"Input: Est. (100bp)",33,0.102066124714911
"DupTree","5",0.5,"Input: Est. (100bp)",33,0.0663468056125566
"A-Pro","5",0.5,"Input: Est. (100bp)",33,0.0505392962507904
"MulRF","0",1,"Input: Est. (100bp)",33,0.124129168987274
"DupTree","0",1,"Input: Est. (100bp)",33,0.0764697278733365
"A-Pro","0",1,"Input: Est. (100bp)",33,0.0317575888242573
"MulRF","0.2",1,"Input: Est. (100bp)",33,0.135849305633456
"DupTree","0.2",1,"Input: Est. (100bp)",33,0.0633882879163139
"A-Pro","0.2",1,"Input: Est. (100bp)",33,0.05370362021029
"MulRF","1",1,"Input: Est. (100bp)",33,0.127599241193384
"DupTree","1",1,"Input: Est. (100bp)",33,0.0778663626872003
"A-Pro","1",1,"Input: Est. (100bp)",33,0.0363063043449074
"MulRF","2",1,"Input: Est. (100bp)",33,0.170812209639698
"DupTree","2",1,"Input: Est. (100bp)",33,0.076744424959179
"A-Pro","2",1,"Input: Est. (100bp)",33,0.028512388272211
"MulRF","5",1,"Input: Est. (100bp)",33,0.108952084220946
"DupTree","5",1,"Input: Est. (100bp)",33,0.0627647513989359
"A-Pro","5",1,"Input: Est. (100bp)",33,0.0382915969286114
"MulRF","0",0,"Input: Est. (500bp)",33,0.168888374809176
"DupTree","0",0,"Input: Est. (500bp)",33,0.06617449891055
"A-Pro","0",0,"Input: Est. (500bp)",33,0.0415211444254965
"MulRF","0.2",0,"Input: Est. (500bp)",33,0.174391298405826
"DupTree","0.2",0,"Input: Est. (500bp)",33,0.0616226750425994
"A-Pro","0.2",0,"Input: Est. (500bp)",33,0.0515889968443662
"MulRF","1",0,"Input: Est. (500bp)",33,0.152329134698957
"DupTree","1",0,"Input: Est. (500bp)",33,0.0745386608876288
"A-Pro","1",0,"Input: Est. (500bp)",33,0.0328732047136873
"MulRF","2",0,"Input: Est. (500bp)",33,0.130571583677083
"DupTree","2",0,"Input: Est. (500bp)",33,0.0818976695882156
"A-Pro","2",0,"Input: Est. (500bp)",33,0.0337707937415689
"MulRF","5",0,"Input: Est. (500bp)",33,0.153457712102681
"DupTree","5",0,"Input: Est. (500bp)",33,0.0755546745029278
"A-Pro","5",0,"Input: Est. (500bp)",33,0.050316676357761
"MulRF","0",0.1,"Input: Est. (500bp)",33,0.130366041772068
"DupTree","0",0.1,"Input: Est. (500bp)",33,0.0580817911890335
"A-Pro","0",0.1,"Input: Est. (500bp)",33,0.0370186324696988
"MulRF","0.2",0.1,"Input: Est. (500bp)",33,0.167600840814412
"DupTree","0.2",0.1,"Input: Est. (500bp)",33,0.0616181189427152
"A-Pro","0.2",0.1,"Input: Est. (500bp)",33,0.0499494171515107
"MulRF","1",0.1,"Input: Est. (500bp)",33,0.167342983540148
"DupTree","1",0.1,"Input: Est. (500bp)",33,0.0687377784401178
"A-Pro","1",0.1,"Input: Est. (500bp)",33,0.0395509552303702
"MulRF","2",0.1,"Input: Est. (500bp)",33,0.134114522133023
"DupTree","2",0.1,"Input: Est. (500bp)",33,0.0775153449270874
"A-Pro","2",0.1,"Input: Est. (500bp)",33,0.0537779249344021
"MulRF","5",0.1,"Input: Est. (500bp)",33,0.174049862902611
"DupTree","5",0.1,"Input: Est. (500bp)",33,0.0671747208805755
"A-Pro","5",0.1,"Input: Est. (500bp)",33,0.0274476090725511
"MulRF","0",0.5,"Input: Est. (500bp)",33,0.123879221919924
"DupTree","0",0.5,"Input: Est. (500bp)",33,0.055640280758962
"A-Pro","0",0.5,"Input: Est. (500bp)",33,0.0278568489756435
"MulRF","0.2",0.5,"Input: Est. (500bp)",33,0.159469228647649
"DupTree","0.2",0.5,"Input: Est. (500bp)",33,0.0888620805577375
"A-Pro","0.2",0.5,"Input: Est. (500bp)",33,0.0349548769555986
"MulRF","1",0.5,"Input: Est. (500bp)",33,0.102214511111379
"DupTree","1",0.5,"Input: Est. (500bp)",33,0.0940176324103959
"A-Pro","1",0.5,"Input: Est. (500bp)",33,0.0549673153553158
"MulRF","2",0.5,"Input: Est. (500bp)",33,0.179530419912189
"DupTree","2",0.5,"Input: Est. (500bp)",33,0.0961466258740984
"A-Pro","2",0.5,"Input: Est. (500bp)",33,0.0347932515386492
"MulRF","5",0.5,"Input: Est. (500bp)",33,0.103536750581115
"DupTree","5",0.5,"Input: Est. (500bp)",33,0.0525474144844338
"A-Pro","5",0.5,"Input: Est. (500bp)",33,0.0275928852707148
"MulRF","0",1,"Input: Est. (500bp)",33,0.157818058673292
"DupTree","0",1,"Input: Est. (500bp)",33,0.0556467636721209
"A-Pro","0",1,"Input: Est. (500bp)",33,0.0226250271406025
"MulRF","0.2",1,"Input: Est. (500bp)",33,0.130503841340542
"DupTree","0.2",1,"Input: Est. (500bp)",33,0.0545952321728692
"A-Pro","0.2",1,"Input: Est. (500bp)",33,0.0583512705843896
"MulRF","1",1,"Input: Est. (500bp)",33,0.135968957152218
"DupTree","1",1,"Input: Est. (500bp)",33,0.0741482529789209
"A-Pro","1",1,"Input: Est. (500bp)",33,0.0268678503669798
"MulRF","2",1,"Input: Est. (500bp)",33,0.112281531244516
"DupTree","2",1,"Input: Est. (500bp)",33,0.0769879495026544
"A-Pro","2",1,"Input: Est. (500bp)",33,0.0250057221576571
"MulRF","5",1,"Input: Est. (500bp)",33,0.158294957634062
"DupTree","5",1,"Input: Est. (500bp)",33,0.0627879792707972
"A-Pro","5",1,"Input: Est. (500bp)",33,0.0411838703230023
"MulRF","0",0,"Input: true",33,0.160558593682945
"DupTree","0",0,"Input: true",33,0.0901844286359847
"A-Pro","0",0,"Input: true",33,0.0228861046303064
"MulRF","0.2",0,"Input: true",33,0.118231949228793
"DupTree","0.2",0,"Input: true",33,0.0783940544119105
"A-Pro","0.2",0,"Input: true",33,0.0550792264379561
"MulRF","1",0,"Input: true",33,0.17608091680333
"DupTree","1",0,"Input: true",33,0.0559424689039588
"A-Pro","1",0,"Input: true",33,0.020038597760722
"MulRF","2",0,"Input: true",33,0.175457258969545
"DupTree","2",0,"Input: true",33,0.0734300038660877
"A-Pro","2",0,"Input: true",33,0.0311121085844934
"MulRF","5",0,"Input: true",33,0.15460563108325
